fid,name,type,addr1,addr2,zip,lon,lan,tel,city,gugun,createDate,erdsgn,upDate
5365,북구건강복지타운(우산수영징),수영장,광주광역시 북구 우산동  86 건강복지타운 우산수영장,,61191,126.9209487,35.17782462,062-267-8862,광주광역시,북구,20121012,N,2025-06-11
5366,북구국민체육센터,생활체육관,울산광역시 북구 신천동  578-1 국민체육센터,,44218,129.3470125,35.64276619,052-255-5562,울산광역시,북구,20091117,Y,2025-06-29
5367,북구국민체육센터수영장,수영장,울산광역시 북구 신천동  578-1 국민체육센터,,44218,129.3470125,35.64276619,052-241-7344,울산광역시,북구,20091117,N,2025-06-29
5368,북구문화빙상센터-부산실내빙상장,빙상장,부산광역시 북구 덕천동  434 부산광역시 북구 문화빙상센타,,46547,129.0057508,35.21343781,051-309-4681,부산광역시,북구,20050101,N,2025-01-15
5369,북구반다비체육센터,생활체육관,광주광역시 북구 풍향동 1-1 광주교육대학교,,61204,126.9257301,35.16470695,062-524-0734,광주광역시,북구,20220708,N,2025-06-11
5370,북구첨단론볼장,기타시설,광주광역시 북구 오룡동  1113 어린이교통공원,,61009,126.8544983,35.21837439,062-973-9525,광주광역시,북구,20040412,N,2025-06-20
5371,북구청소년회관실내수영장,수영장,대구광역시 북구 산격동  120 북구청소년회관,,41516,128.6160517,35.90577868,053-665-2185,대구광역시,북구,20001222,N,2025-06-27
5372,북군저수지앞,간이운동장,경상북도 경주시 북군동 407-2,,38116,129.2560764,35.86424032,,경상북도,경주시,20221031,N,2025-06-20
5373,북내전천후게이트볼장,전천후게이트볼장,경기도 여주시 북내면 당우리 317-18,,12613,127.6775344,37.33655128,031-887-2972,경기도,여주시,20161107,N,2025-06-30
5374,북내체육공원,육상경기장,경기도 여주시 북내면 당우리 317-18,,12613,127.6771402,37.33726083,,경기도,여주시,20161107,N,2024-10-31
5375,북도국민체육센터,생활체육관,인천광역시 옹진군 북도면 시도리 277-7 북도 국민체육센터,,23114,126.4302477,37.53245745,032-899-2243,인천광역시,옹진군,20211231,Y,2025-05-21
5376,북도면종합운동장,축구장,인천광역시 옹진군 북도면 시도로86번길 51,,23114,126.4295931,37.53491732,032-899-3414,인천광역시,옹진군,20091231,N,2025-05-21
5377,북도면체육시설테니스장,테니스장,인천광역시 옹진군 북도면 시도로86번길 78,,23114,126.4316112,37.53555774,032-899-3414,인천광역시,옹진군,20181231,N,2025-05-21
5378,북동리 마을회관,간이운동장,강원특별자치도 정선군 화암면 북동리 176,-3,26115,128.7917511,37.37973312,033-560-2795,강원특별자치도,정선군,20210318,N,2025-06-19
5379,북두칠성공원,간이운동장,인천광역시 서구 청라한내로161번길 3-8 (경서동),(실제주소 : 경서동 598-2),22752,126.6277304,37.53953557,,인천광역시,서구,20171215,N,2024-10-31
5380,북리(만경고),간이운동장,전라북도 김제시 만경읍 만경리 259,483-1,54307,126.8194404,35.85146308,063-540-4572,전북특별자치도,김제시,20180223,N,2025-04-24
5381,북면 배드민턴장,간이운동장,경상북도 울릉군 북면 천부리 790-34,,40211,130.8719206,37.5378188,054-790-6372,경상북도,울릉군,20161009,N,2025-07-30
5382,북면 전천후 게이트볼장,전천후게이트볼장,강원특별자치도 영월군 북면 마차리 1189-12 영월군게이트볼연합회,,26209,128.4567416,37.25351298,,강원특별자치도,영월군,20011203,N,2025-07-31
5383,북면공설운동장테니스장,테니스장,경상남도 창원시 의창구 북면 정렬대로 1115,,51101,128.6185392,35.34675095,,경상남도,창원시,20161231,N,2024-10-31
5384,북면구장,전천후게이트볼장,전라남도 화순군 백아면 이천리 61,,58101,127.1342673,35.16851862,061-379-3403,전라남도,화순군,20180810,N,2024-10-31
5385,북면배드민턴장,기타시설,경상북도 울릉군 북면 천부리 790-34,,40211,130.8718633,37.5378459,,경상북도,울릉군,20181114,N,2024-10-31
5386,북면전천후게이트볼장,전천후게이트볼장,전라북도 정읍시 북면 원한교3길 16,,56135,126.886859,35.60376719,063-539-5513,전북특별자치도,정읍시,20150101,N,2025-06-25
5387,북문 입구,간이운동장,인천광역시 강화군 강화읍 송악길42번길 19,,23029,126.4810384,37.75347876,,인천광역시,강화군,20170524,N,2025-07-30
5388,북문동 남적13통 동네체육시설,간이운동장,경상북도 상주시 남적2길 54-3 (남적동),,37153,128.1503228,36.4652253,054-537-8595,경상북도,상주시,20100101,N,2025-06-15
5389,북문동 남적14통 동네체육시설,간이운동장,경상북도 상주시 남적1길 15-6 (남적동),,37153,128.1582421,36.46602098,054-537-8595,경상북도,상주시,20160414,N,2025-06-15
5390,북문동 남적14통 세천교 인근 동네체육시설,간이운동장,경상북도 상주시 남적동 3-11,,37153,128.1676321,36.46608951,054-537-8595,경상북도,상주시,20130101,N,2025-06-15
5391,북문동 만산 자산길 동네체육시설,간이운동장,경상북도 상주시 만산동 707-2,,37161,128.147904,36.42306731,054-537-8595,경상북도,상주시,20190507,N,2025-06-15
5392,북문동 만산10통 동네체육시설,간이운동장,경상북도 상주시 만산동 91-8,,37161,128.1538044,36.44131855,053-537-8595,경상북도,상주시,20110101,N,2025-06-15
5393,북문동 만산11통 동네체육시설,간이운동장,경상북도 상주시 만산동 321-7,,37161,128.1516771,36.43439674,054-537-8595,경상북도,상주시,20200403,N,2025-06-15
5394,북문동 무양15통 동네체육시설,간이운동장,경상북도 상주시 무양동 173-14 동보빌라,,37169,128.1570597,36.42238122,054-537-8595,경상북도,상주시,20211203,N,2025-06-15
5395,북문동 무양18통 진주1차맨션 동네체육시설,간이운동장,경상북도 상주시 무양동 185 진주맨션,,37168,128.1560365,36.42395277,054-537-8595,경상북도,상주시,20100101,N,2025-06-15
5396,북문동 무양게이트볼장,간이운동장,경상북도 상주시 삼백로 65 (무양동),,37165,128.1506022,36.418581,,경상북도,상주시,20170220,N,2024-10-31
5397,북문동 무양게이트볼장(무양제2어린이공원),간이운동장,경상북도 상주시 무양동 289-1,,37165,128.1507508,36.41898326,054-537-8595,경상북도,상주시,20100101,N,2025-06-15
5398,북문동 부원7통 초림이입구 동네체육시설,간이운동장,경상북도 상주시 부원동 112-1,,37153,128.1631827,36.45833341,054-537-8594,경상북도,상주시,20090101,N,2024-10-31
5399,북문동 부원8통 회관 앞 동네체육시설,간이운동장,경상북도 상주시 부원3길 31-4 (부원동),,37153,128.1552201,36.45032049,054-537-8595,경상북도,상주시,20100714,N,2025-06-15
5400,북문동 부원동 게이트볼장,간이운동장,경상북도 상주시 부원1길 18-2 (부원동),,37153,128.1576082,36.44919799,,경상북도,상주시,20170220,N,2024-10-31
5401,북문동 북천변 동네체육시설,간이운동장,경상북도 상주시 동수4길 3 (무양동),,37167,128.151451,36.42321176,054-537-8595,경상북도,상주시,19900101,N,2025-06-15
5402,북문동 북천변 동네체육시설,간이운동장,경상북도 상주시 무양동 1-3,,37168,128.1556376,36.4256546,054-537-8594,경상북도,상주시,19990101,N,2024-10-31
5403,북문동 원흥리 게이트볼장,간이운동장,경상북도 상주시 사벌면 상풍로 50,,37122,128.1735929,36.46659549,,경상북도,상주시,20170220,N,2024-10-31
5404,북문동 죽전9통 동네체육시설,간이운동장,경상북도 상주시 죽전동 445-4,,37154,128.1620364,36.444264,054-537-8595,경상북도,상주시,20100101,N,2025-06-15
5405,북문동 초산5통 동네체육시설,간이운동장,경상북도 상주시 초산동 121-1,,37154,128.1711181,36.46492428,054-537-8595,경상북도,상주시,20091202,N,2025-06-15
5406,북문동 초산6통 동네체육시설,간이운동장,경상북도 상주시 초산동 504-2,,37154,128.1785474,36.45251821,053-537-8595,경상북도,상주시,20150916,N,2025-06-15
5407,북문동 초산동 게이트볼장,간이운동장,경상북도 상주시 초산1길 87 (초산동),,37154,128.1713542,36.46491619,,경상북도,상주시,20150101,N,2024-10-31
5408,북문동 초산동게이트볼장,간이운동장,경상북도 상주시 발산로 189 (초산동),,37154,128.1786333,36.45288502,,경상북도,상주시,20150101,N,2024-10-31
5409,북방 실내게이트볼장(상화계리),전천후게이트볼장,강원특별자치도 홍천군 북방면 상화계리 192-1,,25115,127.8510715,37.71020828,033-435-6003,강원특별자치도,홍천군,19971224,N,2025-01-30
5410,북방공설운동장,축구장,강원특별자치도 홍천군 북방면 상화계리 327,,25115,127.8546536,37.70307956,033-430-4494,강원특별자치도,홍천군,20050522,N,2025-01-30
5411,북변동게이트볼장,전천후게이트볼장,경기도 김포시 북변동 837,,10098,126.7133657,37.62418605,031-980-2193,경기도,김포시,20170701,N,2025-06-20
5412,북부권 골프연습장,골프연습장,경상남도 합천군 야로면 구정리 477-1 골프연습장,,50206,128.1657317,35.7041912,055-930-4933,경상남도,합천군,20220625,N,2025-05-12
5413,북부권 생활체육공원,축구장,전북특별자치도 임실군 관촌면 덕천리 457,,55909,127.2775112,35.67574313,063-640-2925,전북특별자치도,임실군,20211215,N,2025-06-02
5414,북부권야구장,야구장,경기도 남양주시 진접읍 연평리 841-4,,12073,127.1689684,37.68021327,031-590-8750,경기도,남양주시,19990101,N,2024-10-31
5415,북부마을회관,간이운동장,전라남도 장성군 북일면 신흥로 435-6,북부마을회관,57230,126.8053239,35.37764732,,전라남도,장성군,20150101,N,2025-06-23
5416,북부수영장,수영장,강원특별자치도 강릉시 주문진읍 교항리 8-2 강원도립대학,,25425,128.8306217,37.87663526,033-662-0972,강원특별자치도,강릉시,20220914,N,2024-10-31
5417,북부수자원생태공원 인조잔디구장,축구장,경기도 부천시 대장동 434,,14400,126.7701329,37.5446541,032-655-1995,경기도,부천시,19930823,N,2025-06-29
5418,북부하수처리장축구장,축구장,대구광역시 서구 비산동 3442-3,대구환경공단 북부사업소내,41700,128.5368818,35.88654246,053-605-8261,대구광역시,,20011001,N,2025-06-30
5419,북산 오읍약수터 내,간이운동장,인천광역시 강화군 강화읍 북문길 110,,23021,126.4844215,37.75519822,,인천광역시,강화군,20170524,N,2025-07-30
5420,북산 정상 생활체육시설,간이운동장,전라남도 진도군 진도읍 북산길 71,,58916,126.2638903,34.49277714,,전라남도,진도군,20070101,N,2024-10-31
5421,북산1리 마을회관 체육시설,기타체육시설(체력단련장),경상북도 구미시 선산읍 북산리 400-11,,39133,128.2679297,36.21044956,054-480-4915,경상북도,구미시,19000101,N,2024-10-31
5422,북삼 인평근린공원,간이운동장,경상북도 칠곡군 북삼읍 인평리 46,인평리 21-1,39810,128.3407278,36.07261152,054-979-5273,경상북도,칠곡군,20110101,N,2025-06-26
5423,북삼국민체육센터,생활체육관,경상북도 칠곡군 북삼읍 인평리 15 북삼 국민체육센터,,39810,128.3401671,36.07250308,054-972-1400,경상북도,칠곡군,20230608,Y,2025-06-17
5424,북삼읍 보손1리 마을회관,간이운동장,경상북도 칠곡군 북삼읍 보손리 529 보손1리경로당,,39803,128.3122055,36.04609688,054-979-5273,경상북도,칠곡군,20100101,N,2025-06-26
5425,북삼읍 보손2리 마을회관,간이운동장,경상북도 칠곡군 북삼읍 보손리 606 보손2리마을회관,,39803,128.3156255,36.05263781,054-979-5273,경상북도,칠곡군,20110101,N,2025-06-26
5426,북삼읍 숭오1리(태평),간이운동장,경상북도 칠곡군 북삼읍 숭오리 1465-14,,39800,128.3089598,36.05648842,054-979-5273,경상북도,칠곡군,20160301,N,2025-06-26
5427,북삼읍 숭오2리 마을회관,간이운동장,경상북도 칠곡군 북삼읍 숭오리 1103,,39800,128.3157277,36.06597373,054-979-5273,경상북도,칠곡군,20140214,N,2025-06-26
5428,북삼읍 어로1리 마을회관,간이운동장,경상북도 칠곡군 북삼읍 어로리 277-5 어로1리마을회관,,39804,128.3317658,36.04553873,054-979-5273,경상북도,칠곡군,20110101,N,2025-06-26
5429,북삼읍 어로2리 경로당,간이운동장,경상북도 칠곡군 북삼읍 어로리 52-10 어로2리경로당,,39804,128.3297455,36.05103295,054-979-5273,경상북도,칠곡군,20110101,N,2025-06-26
5430,북삼읍 어로3리 삼주아파트,간이운동장,경상북도 칠곡군 북삼읍 어로리 440-1 북삼삼주아파트,,39804,128.3351599,36.04571725,054-979-5273,경상북도,칠곡군,20070101,N,2025-06-26
5431,북삼읍 오평2리 경로당,간이운동장,경상북도 칠곡군 북삼읍 오평리 208,,39816,128.3854837,36.05505878,054-979-5273,경상북도,칠곡군,20180101,N,2025-06-26
5432,북삼읍 율3리 전원대동타운,간이운동장,경상북도 칠곡군 북삼읍 율리 830-47 전원대동타운,,39805,128.3437731,36.05055571,054-979-5273,경상북도,칠곡군,20090101,N,2025-06-26
5433,북삼읍 인평2리 마을회관,간이운동장,경상북도 칠곡군 북삼읍 인평리 523-60 인평2리새마을회관,,39808,128.3376295,36.06260971,054-979-5273,경상북도,칠곡군,20100101,N,2025-06-26
5434,북삼읍 제11 어린이공원,간이운동장,경상북도 칠곡군 북삼읍 인평리 46,,39810,128.3408678,36.07239603,054-979-5273,경상북도,칠곡군,20070101,N,2025-06-26
5435,북삼읍 제9 어린이공원,간이운동장,경상북도 칠곡군 북삼읍 인평리 271-1,,39801,128.3357339,36.07153779,054-979-5273,경상북도,칠곡군,20080101,N,2025-06-26
5436,북성2리마을회관,간이운동장,인천광역시 강화군 양사면 전망대로 1058,,23011,126.4197853,37.81798591,,인천광역시,강화군,20170531,N,2025-07-30
5437,북성마을회관 앞,간이운동장,인천광역시 강화군 불은면 불은남로 193,,23047,126.5071107,37.66844946,,인천광역시,강화군,20170524,N,2025-07-30
5438,북수3리(북수리 노인회관),간이운동장,충청남도 아산시 배방읍 북수리 611-4,,31483,127.0695383,36.77629711,041-537-3054,충청남도,아산시,20150101,N,2025-05-14
5439,북수5리(북수5리 경로당),간이운동장,충청남도 아산시 배방읍 북수리 702-1 북수5리마을회관,,31485,127.0672756,36.77450852,041-537-3054,충청남도,아산시,20190101,N,2025-05-14
5440,북수7리(북수7리 경로당),간이운동장,충청남도 아산시 배방읍 북수리 98,,31496,127.0761876,36.75973212,041-537-3054,충청남도,아산시,20190101,N,2025-05-14
5441,북신게이트볼장,전천후게이트볼장,경상남도 통영시 무전동 1014,,53058,127.265434,36.49787653,055-650-4732,경상남도,통영시,20140101,N,2025-07-21
5442,북원여고운동기구,간이운동장,,,26410,127.9324259,37.35492542,,강원특별자치도,원주시,20170221,N,2024-10-31
5443,북원장수경로당운동기구,간이운동장,,,26318,127.9497091,37.37827501,,강원특별자치도,원주시,20170221,N,2024-10-31
5444,북원초교운동기구,간이운동장,,,26434,127.938346,37.34305752,,강원특별자치도,원주시,20170221,N,2024-10-31
5445,북이게이트볼장,전천후게이트볼장,충청북도 청주시 청원구 북이면 내추리 7-11 북이 실내게이트볼장,,28134,127.5542909,36.763131,043-201-8653,충청북도,청주시,20170504,N,2025-04-04
5446,북이다목적체육관,기타시설,충청북도 청주시 청원구 북이면 신대리 9-1,신대리1(북이면사무소 내),28139,127.5424327,36.73991363,043-201-8653,충청북도,청주시,20161228,N,2025-04-04
5447,북이도서관,간이운동장,전라남도 장성군 북이면 사거리 634 장성군립북이도서관,,57201,126.8104896,35.42974219,061-390-8506,전라남도,장성군,19000101,N,2025-06-23
5448,북이면전천후게이트볼장,전천후게이트볼장,전라남도 장성군 북이면 사남북길 10,북이면전천후게이트볼장,57201,126.8064781,35.4270416,061-390-7255,전라남도,장성군,20161231,N,2025-06-24
5449,북일게이트볼장(내동리),간이운동장,전라남도 해남군 북일면 내동리 638-1 게이트볼경기장,,59052,126.7083358,34.44643274,061-530-5791,전라남도,해남군,19990101,N,2025-07-31
5450,북일게이트볼장(신월),전천후게이트볼장,전라남도 해남군 북일면 신월리 174-12 북일면보건지소,,59051,126.6766899,34.46377782,061-530-5793,전라남도,해남군,20090825,N,2025-07-31
5451,북일게이트볼장(신월리),간이운동장,전라남도 해남군 북일면 신월리 174-12 북일면보건지소,,59051,126.6766899,34.46377782,061-530-5791,전라남도,해남군,19990101,N,2025-07-31
5452,북일면 게이트볼장,간이운동장,전라남도 장성군 북일면 신흥리 193-4,북일면 게이트볼장,57230,126.8061812,35.37450929,061-390-8506,전라남도,장성군,19000101,N,2025-06-23
5453,북일면 보건지소 동네체육시설,간이운동장,전라남도 장성군 북일면 신흥리 199-7 북일보건지소,,57230,126.8073847,35.37366316,061-390-7255,전라남도,장성군,20180529,N,2025-06-23
5454,북일면전천후게이트볼장,전천후게이트볼장,전라남도 장성군 북일면 신흥로 403-3,북일면전천후게이트볼장,57230,126.8061277,35.3747211,061-390-7255,전라남도,장성군,20161231,N,2025-06-24
5455,북장리(사기점) 동네체육시설,간이운동장,경상북도 상주시 내서면 북장리 117-1 노인정,,37149,128.0723817,36.43200753,054-537-8908,경상북도,상주시,20221206,N,2025-06-27
5456,북지1리 마을회관,간이운동장,경상북도 봉화군 물야면 북지리 1142,,36206,128.7234682,36.92670926,054-679-5112,경상북도,봉화군,20100101,N,2025-06-23
5457,북지2리 경로당,간이운동장,경상북도 봉화군 물야면 북지리 852-4 앞결경노당,,36206,128.7347077,36.91835751,054-679-5113,경상북도,봉화군,20090101,N,2025-06-23
5458,북지2리 마을회관,간이운동장,경상북도 봉화군 물야면 북지리 412-7 북지2리마을회관,,36206,128.735319,36.91591044,054-679-5113,경상북도,봉화군,20120102,N,2025-06-23
5459,북지3리 동막 공터,간이운동장,경상북도 봉화군 물야면 북지리 84 동막경로당,,36206,128.7557961,36.93546164,054-679-5112,경상북도,봉화군,20160101,N,2025-06-23
5460,북지3리 마을회관,간이운동장,경상북도 봉화군 물야면 북지리 312 북지3리마을회관,,36206,128.7443835,36.93091234,054-679-6133,경상북도,봉화군,20160101,N,2024-10-31
5461,북지3리 숫골 공터,간이운동장,경상북도 봉화군 물야면 북지리 311,,36206,128.7443743,36.93109988,054-679-5112,경상북도,봉화군,20120102,N,2025-06-23
5462,북천게이트볼장,전천후게이트볼장,경상남도 하동군 북천면 가리골길 2-1,,52318,127.8935945,35.11403205,055-880-2384,경상남도,하동군,20040101,N,2025-06-20
5463,북천실내게이트볼장,전천후게이트볼장,강원특별자치도 횡성군 횡성읍 북천리 196 횡성실내게이트볼장,,25217,127.98596,37.49762295,033-340-5964,강원특별자치도,횡성군,20060327,N,2024-10-31
5464,북측공원(아라뱃길),간이운동장,인천광역시 서구 갑문2로 39 (오류동),(실제주소 : 오류동 1545-4),22849,126.6094494,37.56483407,,인천광역시,서구,20171214,N,2024-11-29
5465,북치리 생활체육시설,간이운동장,전라남도 진도군 진도읍 북치길 123,맞은편 마을공터,58931,126.2441026,34.51777013,,전라남도,진도군,20150101,N,2024-10-31
5466,북토리 830-6,간이운동장,경상북도 경주시 외동읍 북토리 830-6,북토리 제당,38202,129.2816216,35.73614126,,경상북도,경주시,20201127,N,2024-10-31
5467,북토리 마능경로당,간이운동장,경상북도 경주시 외동읍 북토리 520 마능경로당,마능경로당,38202,129.2823982,35.74279569,,경상북도,경주시,20210407,N,2024-10-31
5468,북토리 마능경로당,간이운동장,경상북도 경주시 외동읍 북토리 520 마능경로당,마능경로당,38202,129.2823489,35.7427568,,경상북도,경주시,20240820,N,2025-07-04
5469,북토리 제당,간이운동장,경상북도 경주시 외동읍 북토리 700-2,북토리 제당,38202,129.2805343,35.73933482,,경상북도,경주시,20240820,N,2025-07-04
5470,북토리 제당,간이운동장,경상북도 경주시 외동읍 북토리 700-2,북토리 제당,38202,129.2807808,35.73912975,054-779-8142,경상북도,경주시,20200811,N,2024-10-31
5471,북평 문곡리 마을회관 운동기구,간이운동장,강원특별자치도 정선군 북평면 문곡리 380-3,,26103,128.6785796,37.41020477,033-560-2838,강원특별자치도,정선군,20190101,N,2025-06-19
5472,북평3리 북평둔치 운동기구,간이운동장,강원특별자치도 정선군 북평면 북평리 149-33,,26101,128.6732741,37.44862377,033-560-2838,강원특별자치도,정선군,20210101,N,2025-06-19
5473,북평게이트볼장,전천후게이트볼장,강원특별자치도 정선군 북평면 북평리 170,,26101,128.6692148,37.44680621,033-560-2838,강원특별자치도,정선군,20080101,Y,2025-07-16
5474,북평게이트볼장(남창),전천후게이트볼장,전라남도 해남군 북평면 달량진길 8,남창리 1278번지,59055,126.6256236,34.40832445,061-530-5791,전라남도,해남군,20090825,N,2025-07-31
5475,북평게이트볼장(남창리),간이운동장,전라남도 해남군 북평면 남창리 1278,,59055,126.6258452,34.40742727,061-530-5791,전라남도,해남군,19990101,N,2025-07-31
5476,북평금산마을(실내운동기구),간이운동장,전라남도 해남군 북평면 평암리 1011-1,,59057,126.5832033,34.35551991,061-531-3213,전라남도,해남군,20160101,N,2024-10-31
5477,북평남전마을(실내운동기구),간이운동장,전라남도 해남군 북평면 영전리 238-31,,59057,126.6000067,34.33626616,061-531-3213,전라남도,해남군,20150101,N,2024-10-31
5478,북평신홍마을(실내운동기구),간이운동장,전라남도 해남군 북평면 서홍리 154-3 신흥리사무소,,59056,126.6150029,34.36852626,061-531-3213,전라남도,해남군,20170101,N,2024-10-31
5479,북포1리다목적회관 소규모체력단련기구,간이운동장,인천광역시 옹진군 백령면 북포리 534 백령도다목적회관,,23103,124.6627333,37.95781564,032-899-3514,인천광역시,옹진군,20140101,N,2025-04-16
5480,북하면전천후게이트볼장,전천후게이트볼장,전라남도 장성군 북하면 중평리 526-5,,57206,126.8857291,35.40847148,061-390-8479,전라남도,장성군,19000101,N,2025-06-24
5481,북후면오산리,간이운동장,경상북도 안동시 북후면 오산리 291,,36614,128.714356,36.62062363,054-840-4111,경상북도,안동시,20210101,N,2025-07-12
5482,북후파출소,간이운동장,경상북도 안동시 북후면 옹천리 577-11 북후파출소,,36614,128.7029806,36.68674099,054-840-4111,경상북도,안동시,20170101,N,2025-07-09
5483,분당야탑청소년수련관수영장,수영장,경기도 성남시 분당구 야탑동 262 야탑청소년수련관,,13503,127.1418618,37.4102383,031-729-9800,경기도,성남시,20200305,Y,2025-06-30
5484,분당야탑청소년수련관체육관,생활체육관,경기도 성남시 분당구 야탑동 262 야탑청소년수련관,,13503,127.1418618,37.4102383,031-729-9800,경기도,성남시,20200305,Y,2025-06-30
5485,분당올림픽스포츠센터 빙상장,빙상장,경기도 성남시 분당구 중앙공원로 35 (서현동),,13588,127.1286637,37.38086875,031-708-7481,경기도,성남시,19940713,N,2025-01-17
5486,분당올림픽스포츠센터 수영장,수영장,경기도 성남시 분당구 중앙공원로 35 (서현동),,13588,127.1286637,37.38086875,031-708-7481,경기도,성남시,19940713,N,2025-01-17
5487,분당올림픽스포츠센터 종합체육관,생활체육관,경기도 성남시 분당구 중앙공원로 35 (서현동),,13588,127.1286637,37.38086875,031-708-7481,경기도,성남시,19940713,N,2024-10-31
5488,분당정,국궁장,경기도 성남시 분당구 율동 84,,13576,127.1544678,37.38394188,031-727-9941,경기도,성남시,19990428,N,2025-06-27
5489,분당판교청소년수련관수영장,수영장,경기도 성남시 분당구 판교동 553 판교도서관,분당판교청소년수련관 수영장,13477,127.0908701,37.39189991,031-729-9600,경기도,성남시,20100323,Y,2025-06-30
5490,분란경로당,간이운동장,경상북도 경주시 사정동 43-8,,38167,129.2085148,35.83685052,054-779-8398,경상북도,경주시,20170619,N,2025-04-03
5491,분천5리 마을회관,간이운동장,경상북도 봉화군 소천면 분천리 2-8 분천5리마을회관,,36265,129.1363203,36.9266193,054-679-5512,경상북도,봉화군,20170102,N,2025-06-16
5492,분천5리 소공원,간이운동장,경상북도 봉화군 소천면 분천리 1-5,,36265,129.1367765,36.92607775,054-679-5512,경상북도,봉화군,20080101,N,2025-06-16
5493,분천리 체육공원,간이운동장,경상북도 봉화군 소천면 분천리 1-5,,36265,129.1367765,36.92607775,054-679-6133,경상북도,봉화군,20080101,N,2024-10-31
5494,분천리경로당,간이운동장,경상북도 안동시 도산면 분천리 316-1,분천리 경로당,36605,128.8268471,36.71649341,054-840-4612,경상북도,안동시,20180629,N,2025-05-26
5495,분토1리 동네체육시설,간이운동장,경상북도 의성군 봉양면 분토리 445 분토1리회관,,37360,128.6539395,36.32578407,054-830-6544,경상북도,의성군,20180412,N,2024-10-31
5496,분토마을 야외형 운동기구,간이운동장,광주광역시 북구 분토길 12 (망월동),,61140,126.9529413,35.19661471,,광주광역시,북구,20150101,N,2025-06-26
5497,분포문화체육센터 (체력단련장),생활체육관,부산광역시 남구 용호동 176-87 분포문화체육센터,,48516,129.1152207,35.13205659,051-607-3360,부산광역시,남구,20181008,N,2025-06-27
5498,불갑 쌍운실내게이트볼장,전천후게이트볼장,전라남도 영광군 불갑면 쌍운리 456-2,,57059,126.5147619,35.21076179,061-350-4852,전라남도,영광군,20041231,N,2025-01-26
5499,불갑 쌍운실외게이트볼장,간이운동장,전라남도 영광군 불갑면 쌍운리 456-2,,57059,126.5147619,35.21076179,061-350-4852,전라남도,영광군,20011203,N,2024-10-31
5500,불당게이트볼장,전천후게이트볼장,경기도 안성시 공도읍 불당리 252-2,,17566,127.1709055,36.98086271,031-678-6863,경기도,안성시,20180101,N,2025-05-27
5501,불로-1호 어린이공원,간이운동장,인천광역시 서구 검단로755번길 30 (불로동),(실제주소 ; 불로동 431),22620,126.6822114,37.61468602,,인천광역시,서구,20171214,N,2024-11-29
5502,불로-2호 어린이공원,간이운동장,인천광역시 서구 검단로763번안길 3-1 (불로동),(실제주소 : 불로동 산177-3),22620,126.6844093,37.61347018,,인천광역시,서구,20171214,N,2024-11-29
5503,불로-3호 어린이공원,간이운동장,인천광역시 서구 검단로744번1길 16 (불로동),,22631,126.6856617,37.61191662,,인천광역시,서구,20171214,N,2024-11-29
5504,불로-4호 어린이공원,간이운동장,인천광역시 서구 검단로744번3길 10 (불로동),(실제주소 : 불로동 353-7),22631,126.6855097,37.61035571,,인천광역시,서구,20171214,N,2024-11-29
5505,불로게이트볼장,간이운동장,인천광역시 서구 검단로744번2길 23 (불로동),불로동 785-23,22631,126.6849255,37.61245525,032-560-4132,인천광역시,서구,20080807,N,2025-04-22
5506,불로동 체육시설,간이운동장,대구광역시 동구 팔공로25길 16 (불로동),660-1,41035,128.6393158,35.91025729,053-662-2184,대구광역시,동구,20161009,N,2024-10-31
5507,불로동141번지 체육시설,간이운동장,대구광역시 동구 불로동  141,141,41035,128.6365944,35.91085673,,대구광역시,동구,20161222,N,2024-10-31
5508,불모소하천운동기구,간이운동장,전라북도 부안군 변산면 참뽕로 391-4,유유마을회관,56339,126.5124591,35.62832229,063-580-4691,전북특별자치도,부안군,20170831,N,2024-10-31
5509,불무공원 농구장,간이운동장,충청북도 청주시 서원구 서부로 1355 (개신동),불무근린공원,28611,127.4476331,36.61824182,,충청북도,청주시,20161222,N,2024-10-31
5510,불심약수터 체육시설,간이운동장,부산광역시 사상구 엄궁동 산15-42,엄궁동 산42번지(코오롱＠뒤),47035,128.979014,35.125301,051-310-4124,부산광역시,사상구,20161009,N,2024-10-31
5511,불정마을회관,간이운동장,전라남도 장성군 남면 월정리 761-1,불정마을회관,57251,126.7984375,35.22448648,061-390-8506,전라남도,장성군,19000101,N,2025-06-23
5512,불정면전천후게이트볼장,전천후게이트볼장,충청북도 괴산군 불정면 목도리 1062 불정면전천후게이트볼장,,28002,127.8525278,36.87483325,043-830-3407,충청북도,괴산군,20160422,N,2025-06-22
5513,붕어섬테니스장,테니스장,강원특별자치도 화천군 화천읍 하리 243 붕어섬관리사무소,,24131,127.6970666,38.10073114,033-440-2257,강원특별자치도,화천군,20000905,N,2025-05-08
5514,비금덕산게이트볼장,전천후게이트볼장,전라남도 신안군 비금면 읍동길 29-11,,58846,125.9255589,34.75572051,061-240-8978,전라남도,신안군,20090101,N,2024-10-31
5515,비둘기공원,간이운동장,경상북도 구미시 인의동 270-26,274-4일원,39428,128.426946,36.11176359,054-480-5573,경상북도,구미시,19000101,N,2024-10-31
5516,비둘기공원 농구장,간이운동장,부산광역시 기장군 기장읍 동부리 138,,46061,129.2149956,35.24735554,051-709-4531,부산광역시,기장군,19000101,N,2024-10-31
