fid,name,type,zip,addr1,addr2,lon,lat,tel,city,gugun,date
12825,옥룡21통 동네체육시설(월성산),간이운동장,32558,충청남도 공주시 옥룡동 114-3,월성산,127.136745,36.4449767,041-840-2969,충청남도,공주시,19900101
12826,옥룡2통 동네체육시설,간이운동장,,충남 공주시 옥룡동 245-16,,127.1288451,36.45295476,041-840-2969,충청남도,공주시,20230519
12827,옥룡3통(1) 동네체육시설(중골마을회관),간이운동장,,충남 공주시 옥룡동 317-2,,127.1326885,36.45399437,041-840-2969,충청남도,공주시,20230101
12828,옥룡3통(2) 동네체육시설,간이운동장,,충남 공주시 옥룡동 323-45,,127.1320261,36.45431826,041-840-2969,충청남도,공주시,20230101
12829,옥룡4통 동네체육시설,간이운동장,32556,충청남도 공주시 옥룡동 294-3,경로당,127.1296249,36.45633427,041-840-2969,충청남도,공주시,20160101
12830,옥룡5통 동네체육시설(마을회관),간이운동장,32556,충청남도 공주시 옥룡동 343-5,,127.1344186,36.45702908,041-840-2969,충청남도,공주시,20220101
12831,옥룡6통 동네체육시설,간이운동장,32561,충청남도 공주시 옥룡동 277-2,,127.1313154,36.45473745,041-840-2549,충청남도,공주시,20160101
12832,옥룡6통 동네체육시설(마을회관),간이운동장,32561,충청남도 공주시 옥룡동 277-2,,127.1313154,36.45473745,041-840-2969,충청남도,공주시,20160101
12833,옥룡8통 동네체육시설,간이운동장,32558,충청남도 공주시 옥룡동 56-5 대웅슈퍼,,127.1356553,36.45454633,041-840-2969,충청남도,공주시,20150101
12834,옥룡동 게이트볼장(야외),전천후게이트볼장,32556,충청남도 공주시 옥룡동 4-3 옥룡동게이트볼장,,127.1379179,36.45939885,041-840-8676,충청남도,공주시,20000101
12835,옥룡면 게이트볼장,간이운동장,57704,전라남도 광양시 옥룡면 운평리 698-7 옥룡보건지소,,127.6180597,35.01604685,061-797-2257,전라남도,광양시,20110908
12836,옥룡면 교육문화 야외체육시설,간이운동장,57704,전라남도 광양시 옥룡면 운평리 243,면민광장 일원,127.6189238,35.01749869,061-797-2257,전라남도,광양시,20220726
12837,옥룡면 솔밭공원 족구장,간이운동장,57730,전라남도 광양시 옥룡면 산남리 145-3,,127.6135405,35.00440973,061-797-2257,전라남도,광양시,20081201
12838,옥류공원,간이운동장,,울산광역시 동구 남목1동,,129.425806,35.544104,052-209-3745,울산광역시,동구,20161231
12839,옥리1리 주민생활체육시설,간이운동장,58101,전라남도 화순군 백아면 옥리 748-2 옥리1구마을회관,마을입구 당산옆,127.0825945,35.16275651,061-379-3403,전라남도,화순군,20130101
12840,옥리2리 주민생활체육시설,간이운동장,58101,전라남도 화순군 백아면 옥리 428-6 구수마을회관,마을입구 정각옆,127.0882267,35.15235906,061-379-3403,전라남도,화순군,20130101
12841,옥봉산 체육공원,간이운동장,,부산광역시 동래구 명장1동,,129.108988,35.208781,051-550-4344,부산광역시,동래구,20161231
12842,옥산(2)체육시설,간이운동장,,경남 밀양시 상동면 옥산리 55-8,,128.7673075,35.5681851,055-359-5780,경상남도,밀양시,20120228
12843,옥산(3)체육시설,간이운동장,,경남 밀양시 상동면 옥산리 125-2,,128.7646846,35.56538236,055-359-5780,경상남도,밀양시,20100101
12844,옥산(4) 체육시설,간이운동장,50409,경상남도 밀양시 상동면 옥산리 889,옥산리 18-2,128.7682934,35.5699315,055-359-5780,경상남도,밀양시,20220101
12845,옥산1리 독락당 공중화장실 옆,간이운동장,38000,경상북도 경주시 안강읍 옥산리 1550 옥산1리회관,(옥산리 1557),129.1611625,36.01534152,054-779-8072,경상북도,경주시,20170101
12846,옥산1리 면내경로당(옥산서원길 693),간이운동장,38000,경상북도 경주시 안강읍 옥산리 1879-2,면내경로당 뒷편,129.1663153,36.04300661,054-779-8032,경상북도,경주시,20221030
12847,옥산1리 옥산서원-독락당 간 둘레길 정상,간이운동장,,경북 경주시 안강읍 옥산리 산 24-1,둘레길 공터,129.1652681,36.01362116,054-779-8072,경상북도,경주시,20220420
12848,옥산1어린이공원-1,간이운동장,38669,경상북도 경산시 옥산동 842 옥산동노인회관,,128.7180785,35.82345667,053-810-6158,경상북도,경산시,20070101
12849,옥산1어린이공원-2,간이운동장,38669,경상북도 경산시 옥산동 842 옥산동노인회관,,128.7180785,35.82345667,053-810-6158,경상북도,경산시,20160101
12850,옥산2리 송당숲,간이운동장,38000,경상북도 경주시 안강읍 옥산리 1310-1 정해사,앞 공터,129.1628074,36.0071084,054-779-8072,경상북도,경주시,20180101
12851,옥산2리 정혜사 앞,간이운동장,38000,경상북도 경주시 안강읍 옥산리 16-1 옥산2리회관,위쪽 버스승강장 뒤 공터(옥산리 93),129.1645822,36.00872842,054-779-8072,경상북도,경주시,20180101
12852,옥산2어린이공원-2,간이운동장,38681,경상북도 경산시 옥산동 884-3,,128.7231812,35.81978125,053-810-6158,경상북도,경산시,20070101
12853,옥산3리 마을쉼터(중부1길 13-4 앞),간이운동장,38000,경상북도 경주시 안강읍 옥산리 178-11,근처 정자,129.1721779,36.00068187,054-779-8033,경상북도,경주시,20110101
12854,옥산3리 인성교육장(중부2길 14),간이운동장,38000,경상북도 경주시 안강읍 옥산리 182-3,,129.1716144,36.00198966,054-779-8072,경상북도,경주시,20180101
12855,옥산3어린이공원-2,간이운동장,,경북 경산시 옥산동 853-1,,128.7222624,35.82472009,053-810-6158,경상북도,경산시,20070101
12856,옥산4어린이공원-1,간이운동장,,경북 경산시 옥산동 750,,128.7289212,35.82559625,053-810-6158,경상북도,경산시,20070101
12857,옥산4어린이공원-2,간이운동장,,경북 경산시 옥산동 750,,128.7289212,35.82559625,053-810-6158,경상북도,경산시,20130101
12858,옥산5어린이공원-1,간이운동장,,경북 경산시 중산동 35-2,,128.7250658,35.83144079,053-810-6158,경상북도,경산시,20070101
12859,옥산5어린이공원-2,간이운동장,,경북 경산시 중산동 35-2,,128.7250658,35.83144079,053-810-6158,경상북도,경산시,20170101
12860,옥산5어린이공원-3,간이운동장,,경북 경산시 중산동 35-2,,128.7250658,35.83144079,053-810-6158,경상북도,경산시,20070625
12861,옥산5어린이공원-4,간이운동장,,경북 경산시 중산동 35-2,,128.7250658,35.83144079,053-810-6158,경상북도,경산시,20111227
12862,옥산5어린이공원-6,간이운동장,,경북 경산시 중산동 35-2,,128.7250658,35.83144079,053-810-6158,경상북도,경산시,20150101
12863,옥산5어린이공원-6(배드민턴장),간이운동장,,경북 경산시 중산동 35-2,,128.7250658,35.83144079,053-810-6158,경상북도,경산시,20150101
12864,옥산6어린이공원,간이운동장,,경북 경산시 중산동 36-3,,128.7278184,35.83019931,053-810-6158,경상북도,경산시,20140101
12865,옥산6어린이공원-2,간이운동장,38659,경상북도 경산시 중산동 36-4,,128.7278306,35.83018733,053-810-6158,경상북도,경산시,20140101
12866,옥산근린공원-2,간이운동장,38679,경상북도 경산시 옥산동 866-4,,128.7246161,35.82280676,053-810-6158,경상북도,경산시,20160101
12867,옥산동 공공공지,간이운동장,,경북 경산시 옥산동 886,.,128.7227886,35.81751125,053-810-6158,경상북도,경산시,20221220
12868,옥산면 옥산생활체육관,생활체육관,28110,충청북도 청주시 흥덕구 옥산면 오산리 779 옥산생활체육시설,,127.367165,36.66535522,043-201-7625,충청북도,청주시,20160519
12869,옥산면다목적체육관,구기체육관,33205,충청남도 부여군 옥산면 안서리 368-1 옥산면사무소,,126.7334397,36.19150709,041-830-3974,충청남도,부여군,20230428
12870,옥산면탁구장,생활체육관,37324,경상북도 의성군 옥산면 정자리 344,,128.8048802,36.39820061,054-830-6295,경상북도,의성군,20240805
12871,옥산어린이공원,간이운동장,,경기도 부천시 중3동,,126.778373,37.504,032-340-0880,경기도,부천시,20161231
12872,옥산어린이공원 동네체육시설,간이운동장,,충북 청주시 흥덕구 옥산면 가락리 955,,127.3831935,36.67270551,043-201-4435,충청북도,청주시,20190704
12873,옥산체육시설,간이운동장,,경남 밀양시 상동면 옥산리 136-3,,128.7663169,35.56545803,055-359-6596,경상남도,밀양시,20160101
12874,옥산축구장,간이운동장,,전라남도 함평군 함평읍,,126.490915,35.087038,061-320-3762,전라남도,함평군,20161231
12875,옥서면 다목적구장,생활체육관,54168,전북특별자치도 군산시 옥서면 옥봉리 56-12,,126.6437985,35.92541413,063-454-5574,전북특별자치도,군산시,20190908
12876,옥서면다목적구장,전천후게이트볼장,54168,전북특별자치도 군산시 옥서면 옥봉리 56-12,,126.6437985,35.92541413,063-454-3296,전북특별자치도,군산시,20190908
12877,옥성5어린이공원 배구장,기타시설,37544,경상북도 포항시 북구 흥해읍 옥성리 247-6,,129.3408665,36.10420089,054-270-5735,경상북도,포항시,19000101
12878,옥수리 동네체육시설,간이운동장,,충청북도 청주시 청원구 북이면 옥수리 191-1,,127.5638421,36.76621116,043-201-8653,충청북도,청주시,20170426
12879,옥암동 초원2차 옆,간이운동장,,전라남도 목포시 옥암동,,126.430639,34.806108,061-270-3677,전라남도,목포시,20161231
12880,옥암수변공원,간이운동장,,전라남도 목포시 부주동,,126.446594,34.802103,061-270-3635,전라남도,목포시,20161231
12881,옥암어린이공원,간이운동장,,전라남도 목포시 옥암동,,126.430655,34.806203,061-270-3635,전라남도,목포시,20161231
12882,옥암지구어린이공원1,간이운동장,,전라남도 목포시 부주동,,126.437112,34.808108,061-270-3635,전라남도,목포시,20161231
12883,옥암지구어린이공원2,간이운동장,,전라남도 목포시 부주동,,126.449347,34.807208,061-270-3635,전라남도,목포시,20161231
12884,옥암지구어린이공원3,간이운동장,,전라남도 목포시 부주동,,126.457136,34.809398,061-270-3635,전라남도,목포시,20161231
12885,옥암지구어린이공원4,간이운동장,,전라남도 목포시 부주동,,126.457345,34.807488,061-270-3635,전라남도,목포시,20161231
12886,옥암지구어린이공원5,간이운동장,,전라남도 목포시 부주동,,126.457802,34.806164,061-270-3635,전라남도,목포시,20161231
12887,옥야소공원,간이운동장,36698,경상북도 안동시 옥야동 296-19,,128.721441,36.56408437,054-840-4811,경상북도,안동시,20160831
12888,옥연1리동네체육시설,간이운동장,,경북 의성군 비안면 옥연리 100-1,,128.483877,36.31394869,054-830-5224,경상북도,의성군,19000101
12889,옥율1리 노리기 마을,간이운동장,39504,경상북도 김천시 어모면 옥율리 496,,128.1025902,36.17046648,054-430-3002,경상북도,김천시,20190101
12890,옥율2리 경로당,간이운동장,39504,경상북도 김천시 어모면 옥율리 204-2,,128.1064806,36.1762626,054-421-2115,경상북도,김천시,20210531
12891,옥정배수지 족구장,기타체육시설(체력단련장),11458,경기도 양주시 고암동 493-119,고암동 493-92,127.0684377,37.8165444,031-8082-5647,경기도,양주시,20190201
12892,옥정체육공원 육상경기장,육상경기장,11455,경기도 양주시 고암동 122-1 회천초등학교,,127.0656794,37.82708338,031-8082-5647,경기도,양주시,19990101
12893,옥정체육공원 축구장,축구장,11458,경기도 양주시 고암동 541-2,고암동 296-4,127.0673295,37.82671864,031-8082-5647,경기도,양주시,20190120
12894,옥정체육공원실내체육관,생활체육관,,경기 양주시 고암동 619,,127.0721326,37.82729854,031-8082-5646,경기도,양주시,19000101
12895,옥종다목적생활공원 실내테니스장,테니스장,52313,경상남도 하동군 옥종면 병천리 484-1,,127.8789541,35.1862935,055-880-2384,경상남도,하동군,20211021
12896,옥죽풋살장,기타시설,,인천 옹진군 대청면 대청리 469-58,,124.7054738,37.83971461,032-899-3615,인천광역시,옹진군,20171231
12897,옥천 약수터,간이운동장,,경기도 군포시 오금동,금정동 산 33-10,126.931458,37.349797,031-390-0731,경기도,군포시,20161009
12898,옥천 영춘마을 운동기구,간이운동장,59021,전라남도 해남군 옥천면 영춘리 597-14 영춘리마을회관,,126.6513486,34.56744884,061-531-3315,전라남도,해남군,19000101
12899,옥천 옥각리 배드민턴장,간이운동장,,충청북도 옥천군 옥천읍 옥각리 427-5,,127.5551486,36.31856237,043-730-3464,충청북도,옥천군,20170302
12900,옥천 옥각리 야외게이트볼장,간이운동장,,충청북도 옥천군 옥천읍 옥각리 427-5,,127.5551486,36.31856237,043-730-3464,충청북도,옥천군,20170302
12901,옥천1리 버스정류장 근처(적지 근처),간이운동장,,경북 경산시 자인면 옥천리 281-1,,128.8402563,35.80548177,053-804-7507,경상북도,경산시,20181112
12902,옥천게이트볼장(영춘리),간이운동장,59021,전라남도 해남군 옥천면 영춘리 591 옥천면노인부설게이트사무소,,126.6507901,34.56862318,061-530-5791,전라남도,해남군,19990101
12903,옥천고가교 아래,간이운동장,,경북 경산시 자인면 옥천리 689-2,옥천2리,128.8367684,35.79834323,053-804-7507,경상북도,경산시,20181015
12904,옥천국민체육센터,수영장,29040,충청북도 옥천군 옥천읍 문정리 420-2 국민체육센터,,127.5780108,36.30626654,043-7304-4971,충청북도,옥천군,20120511
12905,옥천동 게이트볼장,간이운동장,210933,강원특별자치도 강릉시 옥천동 36-4,,128.9043216,37.75587898,033-640-5986,강원특별자치도,강릉시,20180823
12906,옥천동 농구장,간이운동장,210933,강원특별자치도 강릉시 옥천동 36-4,,128.9041074,37.75571128,033-640-5986,강원특별자치도,강릉시,20180823
12907,옥천동 배드민턴장,간이운동장,210933,강원특별자치도 강릉시 옥천동 36-4,,128.9043216,37.75587898,033-640-5986,강원특별자치도,강릉시,20180823
12908,옥천동 풋살경기장,간이운동장,210933,강원특별자치도 강릉시 옥천동 36-4,,128.9044666,37.75600275,033-640-5986,강원특별자치도,강릉시,20180823
12909,옥천레포츠공원 농구장,기타시설,,경기 양평군 옥천면 옥천리 951-3,,127.4570366,37.52084007,031-770-3158,경기도,양평군,19990101
12910,옥천레포츠공원 족구장,기타시설,12508,경기도 양평군 옥천면 옥천리 767,,127.45621,37.52000715,031-770-3158,경기도,양평군,19990101
12911,옥천레포츠공원 탁구장,구기체육관,,경기 양평군 옥천면 옥천리 951-3,,127.4570366,37.52084007,031-770-3158,경기도,양평군,19990101
12912,옥천마을회관,간이운동장,57236,전라남도 장성군 삼계면 수옥리 315-4,옥천마을회관,126.6972306,35.27519914,061-390-8506,전라남도,장성군,19000101
12913,옥천문정체육공원,기타시설,29039,충청북도 옥천군 옥천읍 문정리 390 옥천군생활체육관,,127.5741471,36.30252149,043-730-4884,충청북도,옥천군,20150626
12914,옥천반다비체육센터,생활체육관,29032,충청북도 옥천군 옥천읍 삼양리 191 반다비체육센터,,127.5675443,36.30658596,043-730-4873,충청북도,옥천군,20231201
12915,옥천배드민턴장,생활체육관,,경기 양평군 옥천면 옥천리 951-3,,127.4570366,37.52084007,031-770-3158,경기도,양평군,19990101
12916,옥천사 약수터,간이운동장,48057,부산광역시 해운대구 재송동 산63-4,,129.127336,35.1849978,051-749-4542,부산광역시,해운대구,20180212
12917,옥천샘약수터,간이운동장,,부산광역시 부산진구 초읍동,,129.046692,35.182506,051-605-4092,부산광역시,부산진구,20161231
12918,옥천약수터,간이운동장,,부산광역시 수영구 광안4동,,129.103812,35.156235,051-610-4792,부산광역시,수영구,20161231
12919,옥천약수터 동네체육시설,간이운동장,11445,경기도 양주시 덕계동 710,덕계동 산139-9,127.0424023,37.8156593,031-8082-5647,경기도,양주시,20190129
12920,옥천터 경노당,간이운동장,36222,경상북도 봉화군 법전면 소천리 205-1 옥천터 경노당,,128.9419862,36.911147,054-679-5312,경상북도,봉화군,20220609
12921,옥포마을 체육시설,간이운동장,,부산 강서구 송정동 1336-2,,128.8377491,35.12077758,051-970-4121,부산광역시,강서구,19990101
12922,옥합경로당 체육시설,간이운동장,50440,경상남도 밀양시 삼문동 141-14,,128.7580628,35.48283236,055-359-5780,경상남도,밀양시,20120822
12923,옥호2구 운산마을회관 주민생활체육시설,간이운동장,58142,전라남도 화순군 동면 옥호리 276-1 운산마을회관,마을회관 앞 광장,127.0209362,34.99776211,061-379-3403,전라남도,화순군,20201231
12924,온곡어린이공원,간이운동장,,서울특별시 노원구 상계10동,,127.061494,37.660677,02-2116-3944,서울특별시,노원구,20161231
12925,온누리공원 체육시설,간이운동장,15657,경기도 안산시 단원구 성곡동 793-2 (주)황금에스티,성곡동 793,126.7578181,37.30074919,031-481-1702,경기도,안산시,19990101
12926,온누리어린이공원,간이운동장,,전라남도 목포시 원산동,,126.372854,34.807694,061-270-3635,전라남도,목포시,20161231
12927,온누리운동장,축구장,15657,경기도 안산시 단원구 성곡동 793-2 (주)황금에스티,,126.7596087,37.30041522,031-481-2151,경기도,안산시,20160101
12928,온몸근육풀기 등 3점,간이운동장,39653,경상북도 김천시 지좌동 705-17,건화동부타운 입구 인근,128.135763,36.11635463,054-421-2433,경상북도,김천시,20180101
12929,온몸비틀기,간이운동장,39642,경상북도 김천시 덕곡동 491,,128.150388,36.12547899,054-421-2433,경상북도,김천시,20200225
12930,온산강양마을동네체육시설,간이운동장,,울산광역시 울주군 울주군 온산읍 강양리 136,,129.343263,35.3936459,052-229-7665,울산광역시,울주군,20170302
12931,온산거남마을 체육시설,간이운동장,,울산광역시 울주군 울주군 온산읍 학남리 830,,129.318411,35.45247575,052-229-7665,울산광역시,울주군,20170302
12932,온산게이트볼장,간이운동장,,울산광역시 울주군 울주군 온산읍 덕신리 399-7,,129.3044583,35.42783367,052-229-7665,울산광역시,울주군,20170302
12933,온산매봉산체육시설,간이운동장,,울산광역시 울주군 울주군 온산읍 덕신리 산261,,129.3020708,35.42750077,052-229-7665,울산광역시,울주군,20170302
12934,온산문화체육센터,생활체육관,44991,울산광역시 울주군 온산읍 덕신리 50 온산문화체육센터,온산문화체육센터,129.315314,35.43850396,052-229-9660,울산광역시,울주군,20140730
12935,온수 체육시설,간이운동장,59003,전라남도 해남군 화원면 산호리 90 온수마을회관,,126.2997044,34.64736726,061-531-3613,전라남도,해남군,19000101
12936,온수골 어린이공원,간이운동장,,경기도 수원시 권선구 곡선동,,127.036487,37.25186,031-228-4192,경기도,수원시,20161231
12937,온수근린공원,간이운동장,,서울특별시 노원구 상계10동,,127.065008,37.6611,02-2116-3944,서울특별시,노원구,20161231
12938,온양1간이체육시설1,간이운동장,,충청남도 아산시 온양1동,,127.000482,36.78626,041-537-3711,충청남도,아산시,20161231
12939,온양2간이체육시설1,간이운동장,,충청남도 아산시 온양2동,,126.996415,36.782187,041-537-3721,충청남도,아산시,20161231
12940,온양2간이체육시설2,간이운동장,,충청남도 아산시 온양2동,,127.006419,36.778321,041-537-3721,충청남도,아산시,20161231
12941,온양2간이체육시설3,간이운동장,,충청남도 아산시 온양2동,,127.006867,36.777212,041-537-3721,충청남도,아산시,20161231
12942,온양3동 게이트볼장,간이운동장,,충청남도 아산시 온양3동,,127.009989,36.785782,041-540-2812,충청남도,아산시,20161231
12943,온양4간이체육시설1,간이운동장,,충청남도 아산시 온양4동,,126.989435,36.788179,031-545-2013,충청남도,아산시,20161231
12944,온양4간이체육시설2,간이운동장,,충청남도 아산시 온양4동,,126.993793,36.790738,041-546-3969,충청남도,아산시,20161231
12945,온양4동 게이트볼장,간이운동장,,충청남도 아산시 온양2동,,126.996908,36.782745,041-540-2812,충청남도,아산시,20161231
12946,온양4동 체육시설,간이운동장,336070,충남 아산시 방축동 140-31,,126.985409,36.78600479,041-540-2396,충청남도,아산시,20200208
12947,온양대안수변공원,간이운동장,,울산광역시 울주군 울주군 온양읍 대안리 701,,129.272694,35.40240898,052-229-7665,울산광역시,울주군,20170302
12948,온양대안체육시설 (대안수변공원위산불감시초소인근),간이운동장,,울산광역시 울주군 울주군 온양읍 발리 산105-1,,129.2781349,35.39364158,052-229-7665,울산광역시,울주군,20170302
12949,온양망양체육시설,간이운동장,,울산광역시 울주군 울주군 온양읍 망양리 725-128,,129.2957771,35.44374637,052-229-7665,울산광역시,울주군,20170302
12950,온양운화체육시설,간이운동장,,울산광역시 울주군 울주군 운화리 산11-1,,129.2717428,35.40930038,052-229-7665,울산광역시,울주군,20170302
12951,온양체육공원축구장,축구장,689901,울산 울주군 온양읍 외고산옹기길 154,,129.2809192,35.4277726,052-229-9820,울산광역시,울주군,20091108
12952,온정1리 온천마을,간이운동장,,경북 울진군 온정면 온정리 665,,129.3414736,36.70825427,054-789-4712,경상북도,울진군,19000101
12953,온정면 선구리 (구)초등학교,간이운동장,36356,경상북도 울진군 온정면 선구리 623,,129.3365388,36.75317434,054-789-4712,경상북도,울진군,19000101
12954,온정생활체육공원,간이운동장,,경북 울진군 온정면 소태리 990,,129.3472206,36.71998753,054-789-4712,경상북도,울진군,19000101
12955,온천1리 동네체육시설,간이운동장,,충청남도 공주시 반포면,,127.257605,36.385657,041-840-8382,충청남도,공주시,20161231
12956,온천1마을 체육시설,간이운동장,27497,충청북도 충주시 수안보면 온천리 235-3,,127.9916305,36.84594282,043-850-2323,충청북도,충주시,20170330
12957,온천2동 게이트볼장,간이운동장,,부산광역시 동래구 온천2동,,129.06686,35.2145,051-550-4344,부산광역시,동래구,20161231
12958,온천2동 게이트볼장,간이운동장,,부산 동래구 온천2동 산 69-1,,129.0667952,35.21453293,051-550-4512,부산광역시,동래구,19980222
12959,온천3구 체육시설,간이운동장,27497,충청북도 충주시 수안보면 온천리 70-7 수연빌라,,127.9964368,36.84723909,043-850-6621,충청북도,충주시,20130701
12960,온천3동 달북마을 동네체육시설,간이운동장,,부산광역시 동래구 온천3동,,129.058428,35.208011,051-550-4344,부산광역시,동래구,20161231
12961,온천동 272-17,간이운동장,31507,충청남도 아산시 온천동 278-18,,0,0,041-537-3234,충청남도,아산시,19990101
12962,온천동 족구장,간이운동장,47718,부산광역시 동래구 온천동 1108-6 동래에너지,,129.0655592,35.21491603,051-550-4495,부산광역시,동래구,19990101
12963,온평리 해안도로,간이운동장,,제주특별자치도 서귀포시 성산읍,,126.904476,33.405391,064-760-4216,제주특별자치도,서귀포시,20161231
12964,온혜1리경로당,간이운동장,36604,경상북도 안동시 도산면 온혜리 183-1 온혜리 경로당,온혜1리 경로당,128.8350338,36.76064928,054-840-4612,경상북도,안동시,20180330
12965,올림픽 바이애슬론센터,바이애슬론,25351,강원특별자치도 평창군 대관령면 수하리 241-8 알펜시아 스포츠파크,,128.6877932,37.66289155,033-249-3265,강원특별자치도,,19990101
12966,올림픽 스키점프센터,스키점프,25351,강원특별자치도 평창군 대관령면 수하리 240-19 스키점프경기장-베이직하우스,,128.6823804,37.6634015,033-249-3265,강원특별자치도,,19990101
12967,올림픽 슬라이딩센터,기타시설,25351,강원특별자치도 평창군 대관령면 용산리 685 올림픽 슬라이딩센터,,0,0,033-520-7720,강원특별자치도,,20180220
12968,올림픽 크로스컨트리센터,크로스컨트리,25351,강원특별자치도 평창군 대관령면 수하리 240-115 알펜시아 스포츠파크,,128.6853712,37.66416977,033-249-3265,강원특별자치도,,19990101
12969,올림픽공원,생활체육관,16571,경기도 수원시 권선구 권선동 1012 88배드민턴클럽,,127.0265551,37.26102433,031-228-6160,경기도,수원시,20041114
12970,올림픽공원 족구장,간이운동장,16571,경기도 수원시 권선구 권선동  1012 88배드민턴클럽,,127.026555,37.26102262,031-240-6012,경기도,수원시,19990101
12971,올림픽기념국민생활관,생활체육관,28559,충청북도 청주시 서원구 사직동  788 국민생활관,,127.4696613,36.64097904,043-270-8513,충청북도,청주시,19900901
12972,올림픽기념국민생활관,생활체육관,42745,대구광역시 달서구 본동  산37-5,,128.5405566,35.83314358,053-634-8686,대구광역시,,19910529
12973,올림픽기념국민생활관수영장,수영장,302808,대전 서구 갈마동 820-1,,127.3734868,36.35464822,042-610-9500,대전광역시,서구,19910223
12974,올림픽기념국민생활관수영장,수영장,704350,대구 달서구 본동 산 37-5,,128.5407382,35.83314846,053-634-8686,대구광역시,,19910529
12975,올림픽기념국민생활관테니스장,테니스장,15335,경기도 안산시 단원구 고잔동 604 올림픽기념국민생활관,,126.8281891,37.32628637,031-481-2151,경기도,안산시,19920101
12976,옴천 게이트볼장,간이운동장,59208,전라남도 강진군 옴천면 개산리 282-9,,126.794488,34.74344536,061-4303-822,전라남도,강진군,20161231
12977,옴천게이트볼장,전천후게이트볼장,59208,전라남도 강진군 옴천면 개산리 282-9,,126.794488,34.74344536,061-430-3822,전라남도,강진군,20161231
12978,옷샘어린이공원 동네체육시설,간이운동장,,충청북도 청주시 흥덕구 복대동 1829,,127.4478323,36.62756057,043-201-4435,충청북도,청주시,20170426
12979,옹기마을 경로당 앞,간이운동장,24904,강원특별자치도 속초시 도문동 663,,128.5669007,38.16496394,033-639-2103,강원특별자치도,속초시,20200508
12980,옹달샘약수터,간이운동장,,서울특별시 금천구 시흥5동,,126.9166,37.445458,02-2627-1664,서울특별시,금천구,20161231
12981,옹동면 체력단련시설,간이운동장,,전라북도 정읍시 옹동면,,126.96566,35.621189,063-539-5443,전북특별자치도,정읍시,20161231
12982,옹암체육센터,생활체육관,21948,인천광역시 연수구 옥련동 110-1 옹암체육센터,,126.6499905,37.42929174,032-830-8310,인천광역시,연수구,20250124
12983,옹암해수욕장 소규모체력단련기구,간이운동장,23112,인천광역시 옹진군 북도면 장봉리 59-10 관광안내소,,126.372659,37.52999391,032-899-2263,인천광역시,옹진군,20110501
12984,옹정리 괴골 체육시설,간이운동장,,강원특별자치도 영월군 한반도면,,128.351234,37.23465,033-370-2028,강원특별자치도,영월군,20161231
12985,옹정리 사정마을 체육시설,간이운동장,,강원특별자치도 영월군 한반도면,,128.371545,37.221244,033-370-2028,강원특별자치도,영월군,20161231
12986,옹진국민체육센터,기타시설,23119,인천광역시 옹진군 영흥면 내리 416 영흥 종합운동장,,126.473005,37.25894667,032-899-2242,인천광역시,옹진군,20161029
12987,옹천1리 정자 앞,간이운동장,36614,경상북도 안동시 북후면 옹천리 570-3,산약테마공원 건너편,128.7042003,36.68703844,054-840-4111,경상북도,안동시,20240101
12988,옹천2리 정자 옆,간이운동장,36614,경상북도 안동시 북후면 옹천리 548-1,,128.701863,36.68648351,054-840-4111,경상북도,안동시,20230101
12989,옹천약수터,간이운동장,,경기도 군포시 대야동,대야미동 산 1-2,126.918941,37.339356,031-390-0731,경기도,군포시,20161009
12990,옹포리 게이트볼장,간이운동장,,제주특별자치도 제주시 한림읍,,126.255846,33.403578,064-728-7614,제주특별자치도,제주시,20161231
12991,와~스타디움,육상경기장,425866,경기 안산시 단원구 화랑로 260,,126.8164939,37.31947602,031-481-1735,경기도,안산시,20061130
12992,와~스타디움보조구장,축구장,425866,경기 안산시 단원구 화랑로 260,,126.8164939,37.31947602,031-481-4990,경기도,안산시,20161107
12993,와동1리 실내게이트볼장,전천후게이트볼장,,강원특별자치도 홍천군 홍천읍 와동리 728-45,,127.9361269,37.72319235,033-430-4417,강원특별자치도,홍천군,20161231
12994,와동2리 실내게이트볼장,전천후게이트볼장,,강원특별자치도 홍천군 홍천읍 와동리 728-96,,127.9413407,37.72066954,033-430-4417,강원특별자치도,홍천군,20081231
12995,와동공원,간이운동장,,경기도 안산시 단원구 와동,,126.820303,37.340022,031-481-2470,경기도,안산시,20161231
12996,와동배드민턴경기장,구기체육관,,와동 95-3,,127.4284933,36.40202012,031-487-4901,경기도,안산시,20051117
12997,와동체육관,구기체육관,425844,경기 안산시 단원구 와동 813,,126.8188847,37.34054941,031-414-5544,경기도,안산시,19930914
12998,와동축구장,축구장,,와동 95-2,,127.4285959,36.40203418,031-481-1729,경기도,안산시,20161107
12999,와란숲 소공원,간이운동장,755852,경북 봉화군 봉성면 동양리 490-1,,128.7907504,36.91627152,054-679-5213,경상북도,봉화군,20110103
13000,와란숲 소공원(2019년),간이운동장,,경북 봉화군 봉성면 동양리 490-1,,128.7907491,36.91627172,054-679-5213,경상북도,봉화군,20190101
13001,와룡게이트볼장,기타시설,,경북 예천군 풍양면 와룡리 631-6,,128.2841122,36.51821051,054-650-6428,경상북도,예천군,20190101
13002,와룡면복지회관 내,간이운동장,36611,경상북도 안동시 와룡면 가구리 724-1,,128.7672887,36.61643099,054-840-4061,경상북도,안동시,20230524
